episode,total_steps,total_reward,average_reward,minerals_collected,exploration_rate,epsilon,memory_size,loss_avg,timestamp
485,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:30:42.478636
486,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:30:56.772722
487,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:35:01.573356
488,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:35:11.135415
489,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:35:20.993898
490,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:37:38.765026
491,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:38:34.271365
492,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:38:43.237010
493,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:38:54.215695
494,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:43:10.058197
495,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:45:44.031469
496,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:49:54.569901
497,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:50:04.774053
498,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:50:13.806148
499,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:50:23.041622
500,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:50:35.492553
501,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:50:45.794079
502,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:54:48.675887
503,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:56:42.943543
504,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:56:52.575968
505,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:57:02.969392
506,0,0,0,0,99.0,0.01,1000,0,2026-02-06T14:59:05.246560
507,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:01:22.177767
508,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:02:55.316663
509,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:06:12.677109
510,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:09:23.648683
511,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:10:50.633071
512,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:14:04.034625
513,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:14:51.933091
514,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:18:02.674372
515,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:19:53.581636
516,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:21:27.306371
517,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:24:44.019821
518,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:27:38.392828
519,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:30:53.931495
520,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:31:05.502825
521,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:35:23.605894
522,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:35:34.723725
523,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:40:01.125566
524,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:43:31.917969
525,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:47:54.962637
526,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:52:18.221854
527,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:56:24.694946
528,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:56:37.380339
529,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:59:40.466896
530,0,0,0,0,99.0,0.01,1000,0,2026-02-06T15:59:52.958146
531,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:00:02.784723
532,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:03:27.763962
533,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:04:20.155145
534,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:05:04.972128
